yf_symbol,symbol,name,market_cap,listing_department,products,krx_market,security_group,krx_source,price,ma200,diff,peak,peak_diff,rsi,price_source,price_basis,price_time,after_market_price,after_market_change_pct,eps_growth,hist_per_avg,foreign_supply,per,pbr,roe,debt_ratio,revenue_growth,operating_growth,eps_cagr,eps3y,revenue,operating_income,net_income,operating_margin,net_margin,operating_cashflow,free_cashflow,cash,total_debt,net_cash,dividend_yield,payout_ratio,dividend_per_share,dividend_total,dividend_source,dividend_growth_3y,dividend_consecutive_years,dividend_cut_flag,analyst_buy_ratio,consensus_revision,target_mean,target_high,target_low,target_upside,earnings_surprise_pct,finnhub_source,peg,cagr,dividend_year,dividend_report_code,dividend_history_years,dividend_history_source,peer_per_avg,peer_pbr_avg,peer_roe_avg,peer_group_count,peer_per_gap,peer_pbr_gap,dart_source,dart_year,dart_fs_div,dart_report_code,sector,industry,data_date,us_10y_bond,score_per,score_pbr,score_roe,score_peg,score_cagr,score_eps3y,score_rsi,score_peak_diff,score,grade,rank
323280.KQ,323280,태성,11360,중견기업부,PCB 자동화 설비,KOSDAQ,주권,KRX,37550.0,50728.5,-25.978493351863353,89700.0,-58.138238573021184,29.19799498745843,nxt_web_latest,NXT 체결가,2026-07-03 18:16 KST,,,,103.42,5.15,,10.14,-3.0,34.71,-35.98,-141.67,,-,379.0,-25.0,-25.0,-6.6,-6.6,-97.49,-498.39,491.19,444.52,46.67,,,,,,,,,,,,,,,,,,,,,,,91.16,11.8,8.97,21,,-14.07,OpenDART,2025.0,CFS,11011,특수 목적용 기계 제조업,특수 목적용 기계 제조업,2026-07-03,4.48,0,0,0,0,0,0,3,3,6,D,72
166090.KQ,166090,하나머티리얼즈,11312,우량기업부,"실리콘부품, 세라믹부품, 특수가스",KOSDAQ,주권,KRX,58000.0,54899.0,5.648554618481211,81100.0,-28.48335388409371,32.421052631569395,nxt_web_latest,NXT 체결가,2026-07-03 18:16 KST,,,20.8,21.83,22.54,26.57,2.66,9.39,47.86,8.7,15.44,5.86,1731 -> 1606 -> 1940,2735.0,501.0,384.0,18.32,14.04,685.43,482.22,394.97,2219.26,-1824.29,0.52,15.1,300.0,57.87,OpenDART,-15.91,5.0,True,,,,,,,,,1.28,5.86,2025.0,11011.0,5.0,OpenDART,26.33,29.39,-19.3,5,0.91,-90.95,,,,,반도체 제조업,반도체 제조업,2026-07-03,4.48,0,3,6,10,4,8,3,5,39,D,73
475830.KQ,475830,오름테라퓨틱,11272,기술성장기업부,항체약물접합체(ADC) 단백질 분해제(TPD) 연구 개발,KOSDAQ,주권,KRX,52000.0,79537.0,-34.62162264103499,143700.0,-63.81350034794712,39.622641509423495,nxt_web_latest,NXT 체결가,2026-07-03 18:16 KST,,,,,7.93,,11.04,-33.22,29.37,,,,-,0.24,-518.0,-420.0,-215662.5,-174870.83,-359.89,,40.65,384.37,-343.72,,,,,,,,,,,,,,,,,,,,,,,97.08,22.77,-33.24,8,,-51.52,OpenDART,2025.0,CFS,11011,기초 의약물질 제조업,기초 의약물질 제조업,2026-07-03,4.48,0,0,0,0,0,0,5,1,6,D,74
003380.KQ,003380,하림지주,11088,우량기업부,지주사업,KOSDAQ,주권,KRX,9910.0,11246.3,-11.882130122795937,19610.0,-49.46455889852116,38.207547169685164,daily_close,NXT 미확인,2026-07-03 18:24 KST,,,772.77,17.26,9.2,4.36,0.29,7.29,170.94,7.67,15.92,148.93,331 -> 235 -> 2051,132149.0,8874.0,5138.0,6.72,3.89,11410.68,6803.36,14593.4,107306.95,-92713.55,1.21,,120.0,,OpenDART,0.0,3.0,False,,,,,,,,,0.01,148.93,2025.0,11011.0,3.0,OpenDART,78.03,2.9,2.46,3,-94.41,-90.0,OpenDART,2025.0,CFS,11011,기타 금융업,기타 금융업,2026-07-03,4.48,15,10,6,20,15,10,5,3,84,A,75
031330.KQ,031330,에스에이엠티,11029,우량기업부,"반도체(메모리,비메모리), CPU, TFT-LCD, 네트웍 장비, PC 및 주변기기, 이동통신수탁사업",KOSDAQ,주권,KRX,11080.0,6364.475,74.09134296230245,18860.0,-41.251325556733825,25.425531914855753,daily_close,NXT 미확인,2026-07-03 18:24 KST,,,39.34,6.2,9.39,3.9,1.61,16.55,183.14,30.01,68.99,51.79,329 -> 544 -> 758,37566.0,1139.0,758.0,3.03,2.02,-1202.55,-1206.28,983.32,8901.87,-7918.55,2.08,29.6,230.0,224.35,OpenDART,3.56,5.0,True,,,,,,,,,0.1,51.79,2025.0,11011.0,5.0,OpenDART,21.95,4.03,13.58,2,,,,,,,기계장비 및 관련 물품 도매업,기계장비 및 관련 물품 도매업,2026-07-03,4.48,15,6,16,20,15,10,3,5,90,S,76
437730.KQ,437730,삼현,10939,기술성장기업부,"스마트 액추에이터, 스마트 파워유닛",KOSDAQ,주권,KRX,34700.0,45494.2,-23.726540965661552,73200.0,-52.595628415300546,18.238021638322863,nxt_web_latest,NXT 체결가,2026-07-03 18:16 KST,,,19.27,100.86,2.21,213.82,9.06,8.46,53.4,-5.38,-85.45,-5.72,369 -> 275 -> 328,950.0,8.0,97.0,0.84,10.21,0.95,-529.71,208.0,703.51,-495.51,,16.24,,15.73,OpenDART,,1.0,False,,,,,,,,,11.1,-5.72,2025.0,11011.0,1.0,OpenDART,213.82,9.06,8.46,1,,,OpenDART,2025.0,CFS,11011,자동차 신품 부품 제조업,자동차 신품 부품 제조업,2026-07-03,4.48,0,0,6,0,0,8,1,3,18,D,77
101490.KQ,101490,에스앤에스텍,10496,우량기업부,블랭크마스크,KOSDAQ,주권,KRX,49700.0,68590.0,-27.54045779268115,105100.0,-52.71170313986679,24.333925399632662,nxt_web_latest,NXT 체결가,2026-07-03 18:16 KST,,,91.27,24.46,14.54,19.58,3.6,21.24,29.18,38.47,70.85,50.19,1205 -> 1421 -> 2718,2437.0,504.0,581.0,20.68,23.84,468.82,-175.92,800.1,887.84,-87.74,0.4,7.2,200.0,41.66,OpenDART,18.92,5.0,False,,,,,,,,,0.21,50.19,2025.0,11011.0,5.0,OpenDART,49.52,5.95,5.05,7,-60.46,-39.5,,,,,전자부품 제조업,전자부품 제조업,2026-07-03,4.48,4,0,20,20,15,10,1,3,73,A,78
232140.KQ,232140,와이씨,9746,우량기업부,메모리 웨이퍼 테스터,KOSDAQ,주권,KRX,12050.0,16443.85,-26.72032401171258,23700.0,-49.15611814345991,24.59826946843704,daily_close,NXT 미확인,2026-07-03 18:24 KST,,,75.37,55.92,8.18,32.0,2.9,5.56,27.51,29.07,60.38,19.34,165 -> 134 -> 235,2726.0,170.0,290.0,6.24,10.64,411.93,245.48,982.3,1309.93,-327.63,,,,,,,,,,,,,,,,,0.42,19.34,,,,,91.16,11.8,8.97,21,-64.9,-75.42,OpenDART,2025.0,CFS,11011,특수 목적용 기계 제조업,특수 목적용 기계 제조업,2026-07-03,4.48,0,3,6,20,12,10,1,3,55,B,79
085660.KQ,085660,차바이오텍,9734,중견기업부,"세포치료제 개발, 제대혈 보관 등",KOSDAQ,주권,KRX,10500.0,15062.45,-30.290225029792634,23850.0,-55.9748427672956,31.865828092149656,nxt_web_latest,NXT 체결가,2026-07-03 18:16 KST,,,,,8.35,,1.95,-37.19,214.81,21.37,,,-,12683.0,-488.0,-1467.0,-3.85,-11.57,-725.23,-2245.89,2375.58,17383.27,-15007.69,,,,,,,,,,,,,,,,,,,,,,,97.08,22.77,-33.24,8,,-91.44,OpenDART,2025.0,CFS,11011,기초 의약물질 제조업,기초 의약물질 제조업,2026-07-03,4.48,0,3,0,0,0,0,3,3,9,D,80
417200.KQ,417200,LS머트리얼즈,9579,중견기업부,울트라커패시터(셀 및 모듈),KOSDAQ,주권,KRX,14390.0,16021.85,-10.185153399888279,31250.0,-53.952,36.32119514467708,daily_close,NXT 미확인,2026-07-03 18:24 KST,,,-92.86,746.84,8.17,,5.81,0.24,33.22,8.09,-101.61,-83.26,214 -> 84 -> 6,1536.0,-1.0,-10.0,-0.07,-0.65,56.41,-180.83,574.27,684.56,-110.29,0.15,,22.0,14.88,OpenDART,0.0,2.0,False,,,,,,,,,,-83.26,2025.0,11011.0,2.0,OpenDART,49.52,5.95,5.05,7,,-2.35,OpenDART,2025.0,CFS,11011,전자부품 제조업,전자부품 제조업,2026-07-03,4.48,0,0,0,0,0,0,5,3,8,D,81
204270.KQ,204270,제이앤티씨,9556,중견기업부,"강화유리, 커넥터",KOSDAQ,주권,KRX,16590.0,20673.3,-19.75156361103452,31250.0,-46.912,48.68894601538912,daily_close,NXT 미확인,2026-07-03 18:24 KST,,,,39.18,2.76,,4.21,-31.32,121.3,-32.03,,,-,1857.0,-780.0,-916.0,-42.0,-49.33,-23.26,-375.38,363.68,3004.65,-2640.97,,,,,,,,,,,,,,,,,,,,,,,49.52,5.95,5.05,7,,-29.24,OpenDART,2025.0,CFS,11011,전자부품 제조업,전자부품 제조업,2026-07-03,4.48,0,0,0,0,0,0,5,3,8,D,82
100790.KQ,100790,미래에셋벤처투자,9519,우량기업부,중소기업 창업투자 관련 고유계정/투자조합 관련 수익,KOSDAQ,주권,KRX,18110.0,22602.6,-19.87647438790227,67400.0,-73.13056379821958,14.454443194589302,daily_close,NXT 미확인,2026-07-03 18:24 KST,,,263.75,20.88,7.28,23.97,2.68,8.47,190.79,2.52,123.57,12.85,457 -> 160 -> 582,2398.0,351.0,309.0,14.64,12.89,488.15,486.97,724.58,7218.06,-6493.48,,,,,,2.41,2.0,False,,,,,,,,,0.09,12.85,,,2.0,OpenDART,78.03,2.9,2.46,3,-69.28,-7.59,OpenDART,2025.0,CFS,11011,기타 금융업,기타 금융업,2026-07-03,4.48,4,3,6,20,8,10,1,1,53,C,83
099320.KQ,099320,쎄트렉아이,9297,우량기업부,"인공위성시스템, 위성지상국, 위성부분품 개발 및 제조",KOSDAQ,주권,KRX,87400.0,117391.75,-25.548430788364602,214000.0,-59.1588785046729,34.78854024555952,nxt_web_latest,NXT 체결가,2026-07-03 18:16 KST,,,93.35,37.02,11.94,60.0,4.13,6.31,73.42,20.78,,-45.98,4784 -> 722 -> 1396,2069.0,102.0,141.0,4.93,6.81,-740.17,-991.2,759.46,1739.99,-980.53,0.11,,100.0,10.95,OpenDART,-10.61,4.0,True,,,,,,,,,0.64,-45.98,2025.0,11011.0,4.0,OpenDART,60.0,4.13,6.31,1,,,OpenDART,2025.0,CFS,11011,"항공기,우주선 및 부품 제조업","항공기,우주선 및 부품 제조업",2026-07-03,4.48,0,0,6,20,0,10,3,3,42,C,84
038500.KQ,038500,삼표시멘트,9054,우량기업부,시멘트 제품,KOSDAQ,주권,KRX,8420.0,9150.2,-7.9801534392690945,20200.0,-58.31683168316831,22.452830188619927,daily_close,NXT 미확인,2026-07-03 18:24 KST,,,-38.34,9.33,3.8,20.04,1.27,5.29,84.0,-14.4,-26.28,9.89,313 -> 613 -> 378,6769.0,766.0,408.0,11.32,6.03,938.53,485.75,822.95,6604.66,-5781.71,1.44,31.84,121.0,129.9,OpenDART,12.7,5.0,False,,,,,,,,,,9.89,2025.0,11011.0,5.0,OpenDART,24.52,3.68,9.4,2,,,,,,,기타 비금속 광물제품 제조업,기타 비금속 광물제품 제조업,2026-07-03,4.48,4,6,6,0,8,0,1,3,28,D,85
086450.KQ,086450,동국제약,9041,우량기업부,"인사돌, 복합마데카솔, 파미레이",KOSDAQ,주권,KRX,20000.0,19676.8,1.642543503008623,29900.0,-33.11036789297659,53.57142857134487,nxt_web_latest,NXT 체결가,2026-07-03 18:16 KST,,,7.91,13.15,16.15,12.23,1.34,10.42,39.17,14.12,20.15,18.31,1043 -> 1353 -> 1460,9269.0,966.0,739.0,10.42,7.97,687.6,227.63,561.79,2991.58,-2429.79,1.0,13.67,200.0,90.22,OpenDART,2.67,5.0,False,,,,,,,,,1.55,18.31,2025.0,11011.0,5.0,OpenDART,108.15,6.76,1.96,7,-88.69,-80.18,,,,,의약품 제조업,의약품 제조업,2026-07-03,4.48,8,6,12,5,12,5,5,5,58,B,86
083450.KQ,083450,GST,9030,우량기업부,"GasScrubber,Chiller",KOSDAQ,주권,KRX,49600.0,34145.25,45.26178604637541,66500.0,-25.413533834586467,30.173564752992718,nxt_web_latest,NXT 체결가,2026-07-03 18:16 KST,,,0.82,8.6,22.55,18.21,3.15,16.15,26.8,4.14,1.02,13.24,1916 -> 2437 -> 2457,3472.0,592.0,456.0,17.05,13.13,415.92,286.86,718.89,816.55,-97.66,1.31,25.68,650.0,116.27,OpenDART,21.32,5.0,True,,,,,,,,,22.21,13.24,2025.0,11011.0,5.0,OpenDART,91.16,11.8,8.97,21,-80.02,-73.31,,,,,특수 목적용 기계 제조업,특수 목적용 기계 제조업,2026-07-03,4.48,4,0,16,0,8,2,3,5,38,D,87
281740.KQ,281740,레이크머티리얼즈,9024,우량기업부,"LED, 반도체 소재 및 석유화학촉매",KOSDAQ,주권,KRX,13790.0,17514.6,-21.265686912632884,27550.0,-49.94555353901997,24.579560155194812,daily_close,NXT 미확인,2026-07-03 18:24 KST,,,-63.09,69.3,10.14,76.47,6.76,5.8,161.94,1.8,-40.09,-43.54,367 -> 317 -> 117,1412.0,133.0,78.0,9.42,5.52,154.78,18.13,206.47,2199.93,-1993.46,0.22,25.6,30.0,19.72,OpenDART,-40.0,2.0,True,,,,,,,,,,-43.54,2025.0,11011.0,2.0,OpenDART,35.49,4.18,10.92,3,115.47,61.72,,,,,기타 화학제품 제조업,기타 화학제품 제조업,2026-07-03,4.48,0,0,6,0,0,0,1,3,10,D,88
241710.KQ,241710,코스메카코리아,8832,우량기업부,"화장품 OEM, ODM",KOSDAQ,주권,KRX,82500.0,74764.5,10.346487972232811,103000.0,-19.902912621359224,62.78026905827626,nxt_web_latest,NXT 체결가,2026-07-03 18:16 KST,,,6.16,15.61,22.76,12.0,3.39,19.29,87.91,22.24,38.25,42.68,2090 -> 4008 -> 4255,6409.0,835.0,578.0,13.03,9.02,550.35,-64.17,688.52,2955.89,-2267.37,0.5,6.83,,39.52,OpenDART,,0.0,False,,,,,,,,,1.95,42.68,2025.0,11011.0,0.0,OpenDART,35.49,4.18,10.92,3,-66.19,-18.9,OpenDART,2025.0,CFS,11011,기타 화학제품 제조업,기타 화학제품 제조업,2026-07-03,4.48,12,0,16,5,15,5,3,5,61,B,89
036540.KQ,036540,SFA반도체,8798,중견기업부,"반도체패키지(SOP,DIP,QFP)",KOSDAQ,주권,KRX,5400.0,5948.8,-9.225389994620766,11010.0,-50.95367847411444,25.063291139151673,daily_close,NXT 미확인,2026-07-03 18:24 KST,,,,23.78,8.79,,2.0,-3.93,16.21,-8.26,,,-,3674.0,-196.0,-191.0,-5.33,-5.2,54.56,-166.04,226.3,766.27,-539.97,,,,,,,,,,,,,,,,,,,,,,,26.33,29.39,-19.3,5,,-93.19,OpenDART,2025.0,CFS,11011,반도체 제조업,반도체 제조업,2026-07-03,4.48,0,3,0,0,0,0,3,3,9,D,90
090710.KQ,090710,휴림로봇,8691,중견기업부,제조업용로봇및서비스로봇,KOSDAQ,주권,KRX,7390.0,9363.225,-21.07420253171317,21500.0,-65.62790697674419,17.617449664388147,daily_close,NXT 미확인,2026-07-03 18:24 KST,,,,,6.85,,7.77,-13.42,36.13,26.45,,,-,1683.0,-173.0,-301.0,-10.28,-17.88,-230.17,-245.91,160.03,734.47,-574.44,,,,,,,,,,,,,,,,,,,,,,,91.16,11.8,8.97,21,,-34.15,OpenDART,2025.0,CFS,11011,특수 목적용 기계 제조업,특수 목적용 기계 제조업,2026-07-03,4.48,0,0,0,0,0,0,1,1,2,D,91
019210.KQ,019210,와이지-원,8387,우량기업부,"엔드밀, 탭, 드릴",KOSDAQ,주권,KRX,22600.0,9940.6,127.35046174275193,22600.0,0.0,64.51434878582212,daily_close,NXT 미확인,2026-07-03 18:24 KST,,,50.78,9.18,27.17,17.94,1.82,6.14,170.78,11.2,19.18,-0.37,685 -> 451 -> 680,6394.0,665.0,253.0,10.4,3.96,383.09,-187.32,563.85,7419.77,-6855.92,0.84,27.9,190.0,70.67,OpenDART,1.36,5.0,True,,,,,,,,,0.35,-0.37,2025.0,11011,5.0,OpenDART,17.94,1.82,6.14,1,,,OpenDART,2025.0,CFS,11011,기타 금속 가공제품 제조업,기타 금속 가공제품 제조업,2026-07-03,4.48,8,3,6,20,0,10,3,0,50,C,92
137400.KQ,137400,피엔티,8374,우량기업부,2차전지 및 전자소재용 Roll-to-Roll 장비,KOSDAQ,주권,KRX,35500.0,44361.25,-19.975203584209194,66000.0,-46.21212121212121,30.269058295945115,nxt_web_latest,NXT 체결가,2026-07-03 18:16 KST,,,-47.64,12.61,6.91,10.93,1.27,11.37,146.08,-28.03,-41.71,1.45,2808 -> 5519 -> 2890,7449.0,956.0,695.0,12.83,9.33,44.47,-1232.72,486.15,10199.3,-9713.15,0.56,6.8,200.0,50.57,OpenDART,10.06,4.0,True,,,,,,,,,,1.45,2025.0,11011.0,4.0,OpenDART,91.16,11.8,8.97,21,-88.01,-89.24,,,,,특수 목적용 기계 제조업,특수 목적용 기계 제조업,2026-07-03,4.48,12,6,12,0,0,0,3,3,36,D,93
491000.KQ,491000,리브스메드,8351,기술성장기업부,"다관절 다자유도 복강경 수술기구인 ArtiSential, ArtiSeal, ArtiStapler, LivsCam, Stark",KOSDAQ,주권,KRX,34250.0,58662.0,-41.61467389451434,91300.0,-62.48630887185104,40.72948328265744,daily_close,NXT 미확인,2026-07-03 18:24 KST,,,,,6.72,,5.26,-20.75,11.65,88.93,,,-,512.0,-226.0,-229.0,-44.14,-44.73,-347.4,-424.63,114.02,210.64,-96.62,,,,,,,,,,,,,,,,,,,,,,,22.0,13.09,19.41,3,,-59.82,OpenDART,2025.0,CFS,11011,의료용 기기 제조업,의료용 기기 제조업,2026-07-03,4.48,0,0,0,0,0,0,5,1,6,D,94
328130.KQ,328130,루닛,8339,기술성장기업부,Lunit INSIGHT,KOSDAQ,주권,KRX,11110.0,18056.65,-38.47142188611952,39280.0,-71.71588594704684,29.146341463364877,nxt_web_latest,NXT 체결가,2026-07-03 18:16 KST,,,,,12.06,,5.58,-31.57,169.16,53.32,,,-,831.0,-831.0,-474.0,-100.0,-57.04,-551.75,-648.09,141.11,2324.79,-2183.68,,,,,,,,,,,,,,,,,,,,,,,19.45,5.4,-10.03,4,,3.33,OpenDART,2025.0,CFS,11011,소프트웨어 개발 및 공급업,소프트웨어 개발 및 공급업,2026-07-03,4.48,0,0,0,0,0,0,3,1,4,D,95
293490.KQ,293490,카카오게임즈,8332,중견기업부,"모바일, PC게임 퍼블리싱",KOSDAQ,주권,KRX,7850.0,13779.5,-43.031314634057836,23500.0,-66.59574468085107,39.29765886278426,daily_close,NXT 미확인,2026-07-03 18:24 KST,,,,,5.12,,0.61,-7.93,123.44,-25.86,-307.33,,-,4650.0,-396.0,-1431.0,-8.52,-30.77,-442.67,-554.17,4921.59,14788.0,-9866.41,,,,,,,,,,,,,,,,,,,,,,,19.45,5.4,-10.03,4,,-88.7,OpenDART,2025.0,CFS,11011,소프트웨어 개발 및 공급업,소프트웨어 개발 및 공급업,2026-07-03,4.48,0,10,0,0,0,0,5,1,16,D,96
074600.KQ,074600,원익QnC,8280,우량기업부,반도체용 석영유리,KOSDAQ,주권,KRX,31700.0,28360.95,11.773406744132334,42150.0,-24.79240806642942,31.390977443592504,nxt_web_latest,NXT 체결가,2026-07-03 18:16 KST,,,-55.74,18.02,11.57,41.45,1.9,4.73,170.93,5.84,-34.22,-23.19,1451 -> 1934 -> 856,9436.0,596.0,10.0,6.32,0.11,848.49,-44.64,605.54,9752.88,-9147.34,0.41,15.2,130.0,34.17,OpenDART,-4.66,4.0,True,,,,,,,,,,-23.19,2025.0,11011.0,4.0,OpenDART,41.45,1.9,4.73,1,,,,,,,유리 및 유리제품 제조업,유리 및 유리제품 제조업,2026-07-03,4.48,0,3,0,0,0,0,3,5,11,D,97
033100.KQ,033100,제룡전기,8256,우량기업부,"송배전용금구류,변압기",KOSDAQ,주권,KRX,52100.0,46118.0,12.971074200962748,97800.0,-46.7280163599182,44.683908045959036,nxt_web_latest,NXT 체결가,2026-07-03 18:16 KST,,,-26.55,8.18,3.88,16.88,3.82,26.93,11.52,-14.73,-31.49,2.04,3510 -> 4976 -> 3655,2240.0,670.0,587.0,29.91,26.21,671.7,647.65,506.01,275.68,230.33,2.11,,1100.0,176.68,OpenDART,116.57,5.0,False,,,,,,,,,,2.04,2025.0,11011.0,5.0,OpenDART,89.88,7.86,10.39,3,-81.22,-51.4,OpenDART,2025.0,OFS,11011,"전동기, 발전기 및 전기 변환 · 공급 · 제어 장치 제조업","전동기, 발전기 및 전기 변환 · 공급 · 제어 장치 제조업",2026-07-03,4.48,8,0,20,0,0,0,5,3,36,D,98
056190.KQ,056190,SFA,8205,우량기업부,"디스플레이, 2차전지, 반도체 제조설비 및 공장자동화기기",KOSDAQ,주권,KRX,23050.0,26682.75,-13.614601193655076,35650.0,-35.34361851332398,28.095238095200628,nxt_web_latest,NXT 체결가,2026-07-03 18:16 KST,,,37.83,21.28,12.7,16.5,0.71,6.11,49.77,-20.26,,,1113 -> 1534,16310.0,859.0,521.0,5.27,3.19,1516.38,568.22,2959.24,7516.75,-4557.51,4.12,48.5,950.0,267.07,OpenDART,-5.07,5.0,True,,,,,,,,,0.44,,2025.0,11011,5.0,OpenDART,91.16,11.8,8.97,21,-81.9,-93.98,OpenDART,2025.0,CFS,11011,특수 목적용 기계 제조업,특수 목적용 기계 제조업,2026-07-03,4.48,8,10,6,20,0,10,3,5,62,B,99
065350.KQ,065350,신성델타테크,8066,우량기업부,"세탁기, 자동차, 에어컨 및 LCD 부품",KOSDAQ,주권,KRX,29500.0,56683.75,-47.95686594482545,121700.0,-75.76006573541495,23.900573613753934,nxt_web_latest,NXT 체결가,2026-07-03 18:16 KST,,,73.25,81.02,4.45,36.96,3.32,9.51,161.32,7.19,4.53,,456 -> 790,9454.0,277.0,242.0,2.93,2.56,143.76,-801.57,706.02,5756.98,-5050.96,0.41,13.6,120.0,32.98,OpenDART,0.0,5.0,False,,,,,,,,,0.5,,2025.0,11011.0,5.0,OpenDART,36.96,3.32,9.51,1,,,,,,,가정용 기기 제조업,가정용 기기 제조업,2026-07-03,4.48,0,0,6,20,0,10,1,1,38,D,100
