yf_symbol,symbol,name,market_cap,price,ma200,diff,peak,peak_diff,rsi,return_20d,return_60d,price_source,price_basis,price_time,after_market_price,after_market_change_pct,eps_growth,hist_per_avg,foreign_supply,per,pbr,roe,debt_ratio,revenue_growth,operating_growth,eps_cagr,eps3y,revenue,operating_income,net_income,operating_margin,net_margin,operating_cashflow,free_cashflow,cash,total_debt,net_cash,dividend_yield,payout_ratio,dividend_per_share,dividend_total,dividend_source,dividend_growth_3y,dividend_consecutive_years,dividend_cut_flag,dividend_history_years,dividend_history_source,sector,industry,analyst_buy_ratio,analyst_opinion_score,analyst_opinion_count,consensus_revision,target_mean,target_high,target_low,target_upside,earnings_surprise_pct,finnhub_source,consensus_source,cashflow_status,financial_currency,fundamental_refreshed_at,dart_year,dart_fs_div,dart_report_code,dart_source,peg,cagr,peer_per_avg,peer_pbr_avg,peer_roe_avg,peer_group_count,peer_per_count,peer_pbr_count,peer_roe_count,peer_per_gap,peer_pbr_gap,data_date,us_10y_bond,score_per,score_pbr,score_roe,score_peg,score_cagr,score_eps3y,score_rsi,score_peak_diff,score,grade,rank
BLK,BLK,BLK,0.0,1087.050048828125,1059.4411026000976,2.605991608242224,1202.5899658203125,-9.607590307256158,74.55740350934387,3.31,3.68,daily_close,일봉 종가,2026-07-17 13:45 KST,1087.069,0.0017433578054101518,45.9,23.39,84.31,23.921701,2.604133,11.9,23.635,27.0,4.92,-1.66,36.51 -> 42.01 -> 35.31,24216000000.0,7909000000.0,5553000000.0,32.66,22.93,3927000000.0,3552000000.0,11468000000.0,14996000000.0,-3528000000.0,2.11,53.76,22.92,,yfinance,,,,,,Financial Services,Asset Management,,,,,,,,,,,,,,2026-07-14,,,,,0.52,-1.66,18.62,3.2,15.92,16,15,15,15,28.47,-18.62,2026-07-16,4.57,4,3,12,20,0,10,1,0,50,C,70
TJX,TJX,TJX,0.0,154.7899932861328,153.64335021972656,0.7463017857697274,168.41000366210938,-8.087411721279437,49.1158056471979,-6.93,-3.07,daily_close,일봉 종가,2026-07-17 13:44 KST,,,29.3,27.36,93.98,29.38835,16.07712,61.25,136.307,9.2,13.9,12.32,3.86 -> 4.26 -> 4.87,60372000000.0,7178000000.0,5494000000.0,11.89,9.1,6874000000.0,4917000000.0,6230000000.0,13489000000.0,-7259000000.0,1.24,33.07,1.92,,yfinance,,,,,,Consumer Cyclical,Apparel Retail,84.62,,,0.62,,,,,7.25,Finnhub,,,,2026-07-17,,,,,1.0,12.32,24.13,12.63,20.16,7,6,4,4,21.79,27.29,2026-07-16,4.57,0,0,20,16,8,8,5,0,57,B,71
VRTX,VRTX,VRTX,0.0,486.0299987792969,448.8594497680664,8.281110942509324,529.5900268554688,-8.22523572334188,52.47357487487219,7.25,10.67,daily_close,일봉 종가,2026-07-17 13:45 KST,485.15,-0.1810585316764572,61.4,27.23,98.05,29.670427,6.558894,24.2,10.26,7.8,,9.32,12.82 -> 13.89 -> 15.32,12001300000.0,4554400000.0,3953200000.0,37.95,32.94,3631400000.0,3193800000.0,5084800000.0,2030500000.0,3054300000.0,,0.0,0.0,,yfinance,,,,,,Healthcare,Biotechnology,,,,,,,,,,,,,,2026-07-16,,,,,0.48,9.32,23.01,3.59,15.2,15,14,13,13,28.95,82.7,2026-07-16,4.57,0,0,20,20,8,10,5,0,63,B,72
C,C,C,0.0,131.7100067138672,116.95694995880127,12.614091561264857,145.6699981689453,-9.58329898438496,29.826701999572194,-7.89,-1.01,daily_close,일봉 종가,2026-07-17 13:45 KST,131.84,0.09869659062064984,61.0,11.47,81.64,14.537528,1.1639787,8.53,,14.5,,31.54,4.04 -> 5.94 -> 6.99,85213000000.0,,14306000000.0,,16.79,-67632000000.0,-74152000000.0,349579000000.0,367705000000.0,-18126000000.0,1.82,25.86,2.4,,yfinance,4.38,10.0,False,10.0,yfinance dividend history,Financial Services,Banks - Diversified,78.57,4.29,20.0,-3.57,154.45,176.0,125.0,17.27,11.88,Finnhub,yfinance,,,2026-07-17,,,,,0.24,31.54,19.19,3.2,15.92,16,15,15,15,-24.24,-63.63,2026-07-16,4.57,8,8,6,20,15,10,3,0,70,A,73
SCHW,SCHW,SCHW,0.0,102.80000305175781,95.05859981536865,8.143822075462094,107.20999908447266,-4.11341859003294,86.90606652177567,9.75,10.36,daily_close,일봉 종가,2026-07-17 13:45 KST,102.5,-0.2918317537469009,38.6,23.63,84.49,18.343935,3.7761407,19.08,120.766,15.8,,35.3,2.54 -> 2.99 -> 4.65,23921000000.0,,8852000000.0,,37.01,9311000000.0,8763000000.0,46030000000.0,30951000000.0,15079000000.0,1.25,22.47,1.28,,yfinance,,,,,,Financial Services,Capital Markets,85.71,,,0.0,,,,,0.71,Finnhub,,,,,,,,,0.48,35.3,19.19,2.86,15.43,16,15,15,15,-4.41,32.03,2026-07-16,4.57,4,0,16,20,15,10,1,0,66,B,74
DE,DE,DE,0.0,598.969970703125,539.5250999450684,11.017999118874906,662.489990234375,-9.588072343368985,37.871019900738425,2.34,0.75,daily_close,일봉 종가,2026-07-17 13:44 KST,,,-8.5,16.62,82.86,35.8987,6.247895,18.35,376.022,-11.1,-26.35,-26.91,34.63 -> 25.62 -> 18.5,44665000000.0,8416000000.0,5027000000.0,18.84,11.25,7459000000.0,3231000000.0,8276000000.0,64250000000.0,-55974000000.0,1.08,36.71,6.48,,yfinance,,,,,,Industrials,Farm & Heavy Construction Machinery,61.76,,,0.0,,,,,7.18,Finnhub,,,,2026-07-14,,,,,,-26.91,35.08,8.32,40.69,8,7,7,7,2.33,-24.91,2026-07-16,4.57,0,0,16,0,0,0,5,0,21,D,75
ADP,ADP,ADP,0.0,256.55999755859375,237.75800056457518,7.908039666119221,326.80999755859375,-21.495670427709264,80.62698715438992,15.57,26.77,daily_close,일봉 종가,2026-07-17 13:44 KST,,,10.5,26.77,90.64,21.969246,14.871616,71.21,69.259,7.0,9.4,10.25,8.21 -> 9.1 -> 9.98,20560900000.0,5411900000.0,4079700000.0,26.32,19.84,4939700000.0,4392700000.0,3347800000.0,9065400000.0,-5717600000.0,2.65,60.45,6.8,,yfinance,,,,,,Technology,Software - Application,34.78,,,0.0,,,,,0.98,Finnhub,,,,2026-07-17,,,,,2.09,10.25,35.07,9.57,33.3,19,17,18,18,-37.36,55.4,2026-07-16,4.57,4,0,20,0,8,5,1,5,43,C,76
PLTR,PLTR,PLTR,0.0,134.44000244140625,155.86894985198975,-13.748054010071945,207.17999267578125,-35.109563088076165,82.09308941304815,0.89,-7.85,daily_close,일봉 종가,2026-07-17 13:45 KST,132.94,-1.115741159005116,325.0,287.86,62.25,141.26967,35.668083,32.59,2.477,84.7,355.54,164.38,0.09 -> 0.19 -> 0.63,4475446000.0,1414015000.0,1625033000.0,31.59,36.31,2134473000.0,2100591000.0,1423796000.0,229338000.0,1194458000.0,,0.0,0.0,,yfinance,,,,,,Technology,Software - Infrastructure,68.42,,,0.0,,,,,14.6,Finnhub,,,,2026-07-16,,,,,0.43,164.38,30.3,9.57,34.89,19,17,18,18,366.24,272.71,2026-07-16,4.57,0,0,20,20,15,10,1,5,71,A,77
MDLZ,MDLZ,MDLZ,0.0,61.41999816894531,58.66635009765625,4.693743631068457,75.70999908447266,-18.87465471975957,50.66504633888536,-1.17,7.17,daily_close,일봉 종가,2026-07-17 13:44 KST,,,41.3,23.6,90.08,28.633663,2.8833501,10.16,83.793,8.2,-45.69,-27.74,3.62 -> 3.42 -> 1.89,38537000000.0,3620000000.0,2451000000.0,9.39,6.36,4514000000.0,3235000000.0,2125000000.0,21804000000.0,-19679000000.0,3.26,97.52,2.0,,yfinance,,,,,,Consumer Defensive,Confectioners,64.71,,,-1.0,,,,,3.79,Finnhub,,,,2026-07-14,,,,,0.69,-27.74,24.99,9.3,30.13,9,7,6,6,14.58,-69.0,2026-07-16,4.57,0,3,12,20,0,10,5,5,55,B,78
ADI,ADI,ADI,0.0,380.5299987792969,323.8895009613037,17.487599212041207,445.4800109863281,-14.579781495296897,35.38833859496651,-8.53,-0.14,daily_close,일봉 종가,2026-07-17 13:45 KST,377.7105,-0.7409399491082247,110.5,41.41,93.4,57.79792,5.615175,9.64,25.81,37.2,45.04,-16.56,6.55 -> 3.28 -> 4.56,11019707000.0,3002476000.0,2267342000.0,27.25,20.58,4812202000.0,4278650000.0,2499406000.0,8664610000.0,-6165204000.0,1.16,60.57,4.4,,yfinance,,,,,,Technology,Semiconductors,84.62,,,1.69,,,,,3.84,Finnhub,,,,,,,,,0.52,-16.56,30.3,9.74,34.89,19,17,18,18,90.75,-42.35,2026-07-16,4.57,0,0,6,20,0,10,5,5,46,C,79
LRCX,LRCX,LRCX,0.0,320.9599914550781,232.33429916381837,38.14576350122544,433.3299865722656,-25.931737613189103,35.33976063584166,-13.1,21.96,daily_close,일봉 종가,2026-07-17 13:44 KST,,,40.8,22.65,88.05,74.10227,46.22637,66.76,35.282,23.8,37.81,11.79,3.32 -> 2.9 -> 4.15,18435591000.0,5900968000.0,5358217000.0,32.01,29.06,6173264000.0,5414078000.0,6390659000.0,4484505000.0,1906154000.0,0.32,19.09,1.04,,yfinance,,,,,,Technology,Semiconductor Equipment & Materials,80.95,,,2.9,,,,,5.06,Finnhub,,,,,,,,,1.82,11.79,30.3,9.57,33.3,19,17,18,18,144.56,383.03,2026-07-16,4.57,0,0,20,5,8,10,5,5,53,C,80
CB,CB,CB,0.0,343.70001220703125,314.65160064697267,9.231928742879592,361.1700134277344,-4.837057499569702,57.58896878749727,4.5,4.15,daily_close,일봉 종가,2026-07-17 13:44 KST,,,78.7,12.8,84.73,11.934029,1.8095856,15.43,31.458,10.2,,8.53,21.8 -> 22.51 -> 25.68,59783000000.0,,10310000000.0,,17.25,12816000000.0,12816000000.0,2272000000.0,17227000000.0,-14955000000.0,1.19,13.72,4.08,,yfinance,-17.02,10.0,True,10.0,yfinance dividend history,Financial Services,Insurance - Property & Casualty,54.29,3.52,23.0,0.0,357.35,401.0,297.0,3.97,6.53,Finnhub,yfinance,,,2026-07-17,,,,,0.15,8.53,19.19,3.2,15.92,16,15,15,15,-37.81,-43.45,2026-07-16,4.57,12,3,16,20,8,10,3,0,72,A,81
MRSH,MRSH,마쉬,0.0,182.14999389648438,178.26609954833984,2.1787060792741215,244.27000427246094,-25.430879473309115,72.45265765845161,9.22,4.33,daily_close,일봉 종가,2026-07-17 13:45 KST,182.0,-0.08234636371693559,,,,,,,,,,,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-07-15,,,,,,,22.22,3.22,18.3,11,9,8,8,,,2026-07-16,4.57,0,0,0,0,0,0,1,5,6,D,82
GILD,GILD,GILD,0.0,136.3000030517578,130.82824989318848,4.18239421763771,155.8000030517578,-12.516045967933625,67.59888254695,7.13,0.32,daily_close,일봉 종가,2026-07-17 13:44 KST,,,54.8,72.38,92.21,17.187756,6.6724763,43.36,94.635,4.4,10.43,22.75,4.5 -> 0.38 -> 6.78,29442000000.0,11701000000.0,8510000000.0,39.74,28.9,10019000000.0,9456000000.0,7564000000.0,24936000000.0,-17372000000.0,2.41,43.4,3.28,,yfinance,,,,,,Healthcare,Drug Manufacturers - General,,,,,,,,,,,,,,2026-07-14,,,,,0.31,22.75,25.51,3.59,15.2,15,14,13,13,-32.62,85.86,2026-07-16,4.57,8,0,20,20,12,10,1,5,76,A,83
PANW,PANW,PANW,0.0,353.989990234375,207.6475,70.47640363326069,357.5299987792969,-0.9901290960222673,68.1682552683749,26.47,108.77,daily_close,일봉 종가,2026-07-17 13:44 KST,,,-56.04,116.13,83.09,289.73685,9.70557,4.83,7.698,31.1,81.74,58.11,0.64 -> 3.64 -> 1.6,9221500000.0,1242900000.0,1133900000.0,13.48,12.3,3716000000.0,3469800000.0,2268600000.0,338200000.0,1930400000.0,,0.0,0.0,,yfinance,,,,,,Technology,Software - Infrastructure,79.37,,,-0.32,,,,,4.94,Finnhub,,,,2026-07-14,,,,,,58.11,30.3,9.61,34.89,19,17,18,18,856.23,0.99,2026-07-16,4.57,0,0,0,0,15,0,1,0,16,D,84
AMT,AMT,AMT,0.0,168.9199981689453,180.01730033874512,-6.164575376320834,242.8300018310547,-30.436932465013587,50.29052458181625,-8.43,-7.01,daily_close,일봉 종가,2026-07-17 13:45 KST,168.6,-0.18943770566778723,76.9,45.04,96.67,28.3479,22.313797,29.95,444.55,6.8,7.09,30.31,3.18 -> 4.82 -> 5.4,10644600000.0,4929200000.0,2529500000.0,46.31,23.76,5464000000.0,3783600000.0,1474800000.0,44963900000.0,-43489100000.0,4.13,82.26,6.98,,yfinance,,,,,,Real Estate,REIT - Specialty,,,,,,,,,,,,,,,,,,,0.37,30.31,,,,2,1,1,1,,,2026-07-16,4.57,0,0,20,20,15,10,5,5,75,A,85
KLAC,KLAC,KLAC,0.0,219.3699951171875,157.41671989440917,39.35622293764912,301.7099914550781,-27.291106913888964,39.72695581140817,-7.57,21.51,daily_close,일봉 종가,2026-07-17 13:44 KST,,,11.8,2.42,93.8,70.436264,55.73638,94.98,105.4,11.5,37.92,-3.81,21.92 -> 24.15 -> 20.28,12156162000.0,5014227000.0,4061643000.0,41.25,33.41,4081903000.0,3741694000.0,2078908000.0,6088282000.0,-4009374000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.97,-3.81,20.09,2.47,12.18,11,8,7,7,250.6,2156.53,2026-07-16,4.57,0,0,20,0,0,5,5,5,35,D,86
SO,SO,SO,0.0,96.06999969482422,92.84040016174316,3.4786574890398643,99.72000122070312,-3.660250181706897,50.493814267488816,1.87,2.74,daily_close,일봉 종가,2026-07-17 13:45 KST,95.5,-0.5933170569739551,-0.8,19.71,72.55,24.571428,2.8727603,10.99,190.431,8.0,3.07,4.06,3.62 -> 3.99 -> 3.92,29553000000.0,7285000000.0,4341000000.0,24.65,14.69,9802000000.0,-2935000000.0,1639000000.0,74075000000.0,-72436000000.0,3.16,75.7,3.04,,yfinance,2.88,10.0,False,10.0,yfinance dividend history,Utilities,Utilities - Regulated Electric,42.42,3.42,19.0,0.0,101.45,114.0,81.0,5.6,3.15,Finnhub,yfinance,,,2026-07-16,,,,,,4.06,,,,3,2,2,2,,,2026-07-16,4.57,4,3,12,0,4,0,5,0,28,D,87
MO,MO,MO,0.0,73.02999877929688,65.19595029830933,12.016158128138677,74.55000305175781,-2.038905714605598,49.28909890034013,4.05,13.03,daily_close,일봉 종가,2026-07-17 13:44 KST,,,106.3,9.83,63.44,14.935282,-37.221645,,,5.3,3.48,-5.05,4.57 -> 6.54 -> 4.12,20139000000.0,12035000000.0,6947000000.0,59.76,34.5,9290000000.0,9074000000.0,4474000000.0,25709000000.0,-21235000000.0,5.81,87.68,4.24,,yfinance,,,,,,Consumer Defensive,Tobacco,52.17,,,-2.0,,,,,-0.83,Finnhub,,,,2026-07-17,,,,,0.14,-5.05,25.56,9.03,29.15,9,7,7,7,-41.57,,2026-07-16,4.57,8,0,0,20,0,10,5,0,43,C,88
DUK,DUK,DUK,0.0,126.11000061035156,124.49735031127929,1.295329013059459,133.4600067138672,-5.507272391551529,47.775801768990675,0.04,-1.37,daily_close,일봉 종가,2026-07-17 13:44 KST,,,12.0,22.09,70.77,19.319508,1.8294882,9.66,161.495,11.3,8.05,33.51,3.54 -> 5.71 -> 6.31,32237000000.0,8577000000.0,4968000000.0,26.61,15.41,12330000000.0,-1694000000.0,245000000.0,90869000000.0,-90624000000.0,3.38,65.23,4.26,,yfinance,,,,,,Utilities,Utilities - Regulated Electric,50.0,,,1.72,,,,,2.48,Finnhub,,,,2026-07-16,,,,,1.61,33.51,,,,3,2,2,2,,,2026-07-16,4.57,4,3,6,5,15,5,5,0,43,C,89
BSX,BSX,BSX,0.0,44.619998931884766,76.01675003051758,-41.302411752710185,108.13999938964844,-58.738672846565635,52.0388268982263,-4.9,-26.84,daily_close,일봉 종가,2026-07-17 13:44 KST,,,100.0,69.37,94.94,17.85774,2.4525917,14.66,42.25,11.6,32.28,34.65,1.07 -> 1.25 -> 1.94,20074000000.0,3971000000.0,2898000000.0,19.78,14.44,4534000000.0,3404000000.0,1965000000.0,11436000000.0,-9471000000.0,,0.0,0.0,,yfinance,,,,,,Healthcare,Medical Devices,80.0,,,-7.8,,,,,2.21,Finnhub,,,,2026-07-14,,,,,0.18,34.65,25.51,5.51,16.27,15,14,13,13,-30.0,-55.49,2026-07-16,4.57,8,3,12,20,15,10,5,3,76,A,90
CI,CI,CI,0.0,283.82000732421875,280.54094985961916,1.1688338070575464,366.8500061035156,-22.633228130809393,51.41080350597422,-2.76,1.39,daily_close,일봉 종가,2026-07-17 13:44 KST,,,29.1,16.46,92.75,11.750213,1.7368547,16.27,72.805,4.6,-3.43,12.94,17.39 -> 12.12 -> 22.18,273854000000.0,8154000000.0,5957000000.0,2.98,2.18,9601000000.0,8389000000.0,7676000000.0,31463000000.0,-23787000000.0,2.2,25.82,6.24,,yfinance,,,,,,Healthcare,Healthcare Plans,84.85,,,-0.44,,,,,-0.99,Finnhub,,,,2026-07-16,,,,,0.4,12.94,25.51,5.51,15.2,15,14,13,13,-53.94,-68.48,2026-07-16,4.57,12,6,16,20,8,8,5,5,80,A,91
ZTS,ZTS,ZTS,0.0,76.91000366210938,114.21425033569336,-32.66163947488254,196.47999572753906,-60.85606406020014,47.22731180396287,-3.05,-37.33,daily_close,일봉 종가,2026-07-17 13:45 KST,77.3,0.5070814189581927,6.0,29.69,102.86,12.138436,9.50759,67.75,286.236,2.9,6.04,8.97,5.07 -> 5.47 -> 6.02,9467000000.0,3597000000.0,2673000000.0,38.0,28.23,2904000000.0,2283000000.0,2310000000.0,9238000000.0,-6928000000.0,2.76,33.28,2.12,,yfinance,15.44,10.0,False,10.0,yfinance dividend history,Healthcare,Drug Manufacturers - Specialty & Generic,54.17,3.95,17.0,-4.16,114.76,160.0,80.0,49.21,2.47,Finnhub,yfinance,,,2026-07-16,,,,,2.02,8.97,25.51,3.59,15.2,15,14,13,13,-52.42,164.84,2026-07-16,4.57,8,0,20,0,8,5,5,1,47,C,92
ICE,ICE,ICE,0.0,141.75999450683594,155.53895042419433,-8.858845890228567,188.4499969482422,-24.77580429689774,85.00205497314263,0.34,-11.74,daily_close,일봉 종가,2026-07-17 13:45 KST,141.73,-0.021158654061954933,79.7,31.44,96.33,17.890831,2.3599777,13.85,70.986,20.4,13.28,17.35,4.19 -> 4.78 -> 5.77,12640000000.0,4999000000.0,3315000000.0,39.55,26.23,4662000000.0,3871000000.0,837000000.0,20279000000.0,-19442000000.0,1.47,28.53,2.08,,yfinance,,,,,,Financial Services,Financial Data & Stock Exchanges,,,,,,,,,,,,,,2026-07-17,,,,,0.22,17.35,19.19,3.2,15.92,16,15,15,15,-6.77,-26.25,2026-07-16,4.57,8,3,12,20,12,10,1,5,71,A,93
CME,CME,CME,0.0,246.27000427246094,279.2491992950439,-11.809951507770823,326.4599914550781,-24.563496073500197,72.39417574602314,-5.86,-14.33,daily_close,일봉 종가,2026-07-17 13:44 KST,,,21.3,21.98,92.62,20.923534,3.347288,15.92,14.059,14.4,7.58,12.23,8.86 -> 9.67 -> 11.16,6520600000.0,4229500000.0,4072200000.0,64.86,62.45,4277100000.0,4193600000.0,4416900000.0,3422300000.0,994600000.0,2.11,95.56,5.2,,yfinance,7.72,10.0,False,10.0,yfinance dividend history,Financial Services,Financial Data & Stock Exchanges,57.14,3.56,15.0,9.52,283.73,329.0,226.0,15.21,-0.01,Finnhub,yfinance,,,2026-07-17,,,,,0.98,12.23,18.62,2.86,15.43,16,15,15,15,12.37,17.04,2026-07-16,4.57,4,0,16,16,8,8,1,5,58,B,94
EQIX,EQIX,EQIX,0.0,1009.1400146484375,917.8310992431641,9.948335317964926,1115.93994140625,-9.570400950361964,30.815127141776003,-7.81,-8.59,daily_close,일봉 종가,2026-07-17 13:45 KST,1009.09,-0.004956165419215112,20.0,79.09,100.05,71.92832,7.0600653,10.06,162.961,12.1,21.06,15.53,10.31 -> 8.5 -> 13.76,9217000000.0,1966000000.0,1350000000.0,21.33,14.65,3911000000.0,-400000000.0,1727000000.0,22726000000.0,-20999000000.0,1.95,132.99,19.7,,yfinance,14.8,10.0,False,10.0,yfinance dividend history,Real Estate,REIT - Specialty,79.49,4.47,29.0,0.0,1198.97,1350.0,950.0,18.81,-1.66,Finnhub,yfinance,,,2026-07-15,,,,,3.6,15.53,,,,2,1,1,1,,,2026-07-16,4.57,0,0,12,0,12,8,3,0,35,D,95
SHW,SHW,SHW,0.0,338.1400146484375,333.08249938964843,1.5183971742906421,399.7099914550781,-15.403662185802588,49.127393556782856,4.87,-1.68,daily_close,일봉 종가,2026-07-17 13:44 KST,,,7.5,31.31,82.92,33.10577,19.052626,60.72,329.521,6.8,0.93,5.32,9.25 -> 10.55 -> 10.26,23574300000.0,3796700000.0,2568500000.0,16.11,10.9,3451600000.0,2654000000.0,207200000.0,12942600000.0,-12735400000.0,0.95,30.45,3.2,,yfinance,,,,,,Basic Materials,Specialty Chemicals,,,,,,,,,,,,,,,,,,,4.41,5.32,,,,2,1,1,1,,,2026-07-16,4.57,0,0,20,0,4,5,5,5,39,D,96
MCO,MCO,MCO,0.0,519.02001953125,471.5710502624512,10.061891891453314,539.6099853515625,-3.815712529281289,85.49545748164061,10.8,12.85,daily_close,일봉 종가,2026-07-17 13:45 KST,518.9,-0.023124258551417285,7.8,39.49,80.92,35.45046,29.43174,71.36,235.539,8.1,16.29,25.13,8.73 -> 11.26 -> 13.67,7718000000.0,3462000000.0,2459000000.0,44.86,31.86,2901000000.0,2575000000.0,2384000000.0,7351000000.0,-4967000000.0,0.79,27.62,4.12,,yfinance,10.33,10.0,False,10.0,yfinance dividend history,Financial Services,Financial Data & Stock Exchanges,70.0,4.22,20.0,0.0,541.0,610.0,490.0,4.23,4.12,Finnhub,yfinance,,,2026-07-16,,,,,4.54,25.13,18.62,2.86,15.43,16,15,15,15,90.39,929.08,2026-07-16,4.57,0,0,20,0,15,5,1,0,41,C,97
PH,PH,PH,0.0,958.3400268554688,894.7785485839844,7.10359880353328,1023.02001953125,-6.322456202315354,40.060462527916116,2.11,-3.82,daily_close,일봉 종가,2026-07-17 13:45 KST,958.5,0.01669273327298644,-4.2,23.7,90.93,35.207203,8.271178,24.84,65.554,10.6,6.48,30.03,16.04 -> 21.84 -> 27.12,19850000000.0,4060000000.0,3531000000.0,20.45,17.79,3776000000.0,3341000000.0,467000000.0,9285000000.0,-8818000000.0,0.83,26.57,8.0,,yfinance,11.88,10.0,False,10.0,yfinance dividend history,Industrials,Specialty Industrial Machinery,79.41,4.32,23.0,-0.59,1044.04,1269.0,680.0,8.94,3.94,Finnhub,yfinance,,,2026-07-17,,,,,,30.03,35.08,8.32,40.69,8,7,7,7,0.36,-0.59,2026-07-16,4.57,0,0,20,0,15,0,5,0,40,C,98
REGN,REGN,REGN,0.0,678.9400024414062,703.7620489501953,-3.527051017572803,1201.760009765625,-43.50452695011731,71.49120634176253,10.45,-9.4,daily_close,일봉 종가,2026-07-17 13:44 KST,,,-7.2,20.38,92.18,16.200586,2.1506202,14.55,8.612,19.0,-7.23,9.22,34.77 -> 38.34 -> 41.48,14342900000.0,3702000000.0,4504900000.0,25.81,31.41,4978900000.0,3765200000.0,3118100000.0,2705900000.0,412200000.0,0.55,8.74,3.76,,yfinance,,,,,,Healthcare,Biotechnology,71.05,,,0.0,,,,,20.07,Finnhub,,,,2026-07-14,,,,,,9.22,25.51,5.51,16.27,15,14,13,13,-36.49,-60.97,2026-07-16,4.57,8,3,12,0,8,0,1,5,37,D,99
WM,WM,WM,0.0,242.25,222.26209953308106,8.992941445666485,246.50999450683594,-1.7281224298261888,70.74225856299729,10.82,8.06,daily_close,일봉 종가,2026-07-17 13:45 KST,242.5,0.10319917440660474,,,,,,,,,,,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-07-15,,,,,,,22.22,3.22,18.3,11,9,8,8,,,2026-07-16,4.57,0,0,0,0,0,0,1,0,1,D,100
